duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
619,tcp,pop3,S1,1213,2353,0,3,0,21,2,1,1,0,0,0,4,4,0,0,21,43,0.28238894833500316,0.8300235781346782,0.48910080665223477,0.6252478946157141,0.691851662299241,0.905358822068287,0.5937607751720191,188,69,0.2048480912572591,0.18907061551126436,0.5336894189485044,0.18434102548123832,0.8700007582104974,0.13664885071181854,0.5041644057919688,0.3435052253735461,0
2851,tcp,pop3,RSTR,21416,14864,0,4,1,13,5,1,3,0,0,18,9,0,2,0,255,58,0.7304735869704627,0.6776154788647547,0.04908944322368447,0.6973602285427243,0.9556846798268488,0.7409713230349074,0.3756536616343318,82,169,0.6421737527810831,0.34276522196022097,0.8781929977763602,0.651290538509136,0.8765766195582452,0.7723344773432547,0.3878145654678511,0.23124595744817344,0
3404,icmp,pop3,SF,1302,29422,0,0,2,24,5,1,6,0,0,17,6,2,4,1,171,267,0.5929222701058279,0.4485948404729714,0.21997558093511083,0.1795659037247892,0.38799797273674197,0.10529308181592612,0.2676948584876172,221,178,0.009254347590722745,0.8748137475646621,0.9751438194312314,0.4990831992183312,0.6504136689095004,0.5241957438425227,0.6685924925942551,0.1355111922332488,0
3508,tcp,http,RSTR,45296,31457,0,1,1,18,1,1,5,0,0,4,1,1,4,0,276,404,0.33958168467071637,0.472090743739346,0.29217204599084856,0.25556223643785636,0.2828138211456279,0.23493833301848988,0.15789998743737543,197,136,0.9388456659815889,0.3016149797587673,0.7377319245195252,0.27327041272911223,0.3342622904500875,0.31591861741704175,0.720217837884088,0.9122304779523691,0
3097,tcp,pop3,S1,10101,12040,0,0,2,19,0,1,3,0,0,18,1,4,5,0,478,404,0.7692159731360818,0.7501490114934803,0.019964296712913554,0.4594305878715279,0.6104281103654693,0.7213556331424673,0.47946250290134584,40,216,0.7703808637563611,0.07580675203462395,0.7105572733060838,0.41981407431532347,0.6659280111834536,0.8223389156199785,0.2173795469619758,0.988310667731098,1
2387,tcp,ftp,S1,33453,39408,0,2,1,20,5,1,4,0,0,4,0,0,3,1,66,367,0.7776960317512485,0.6431516141198553,0.6465942977949756,0.48099779285493616,0.20218400243897938,0.6127618283282659,0.31886281060617006,2,154,0.09615614738225808,0.1269142666535661,0.15099927256530654,0.5118972458494871,0.3176324948311904,0.3554605811401209,0.9445277127432534,0.3820301606108256,0
4458,tcp,http,S1,10905,45554,0,2,2,6,5,0,1,0,0,12,2,2,0,2,269,449,0.5171330262584602,0.27498919372179154,0.23911837022774007,0.9051488837486703,0.3535922930515194,0.6421421479320596,0.43204653235105717,43,53,0.5903349932730317,0.06149041728085669,0.059538780125162116,0.0643085078334481,0.1266669225574807,0.17794699963186378,0.9793020362039878,0.10407990057045247,0
217,tcp,http,S1,40955,31718,0,3,0,4,5,1,7,0,0,3,1,3,4,2,33,114,0.3642678780545331,0.016788002594762985,0.6820694267669735,0.31456789181771094,0.5780067546549216,0.2574119108145432,0.8378790606732004,40,152,0.4561907635292852,0.37390623544979473,0.9445931893110138,0.7933710548188685,0.22467001911389528,0.4783362437476044,0.7140442887598746,0.1862077187914557,1
4177,tcp,ssh,S0,9006,25923,0,2,0,14,2,1,5,0,0,7,9,4,7,0,68,454,0.7298671045879164,0.5825131651597297,0.3055222314124494,0.24605247283229248,0.9867940037455712,0.929998876618995,0.49626801242979146,221,253,0.1755962572640929,0.1532319445126793,0.13655576512888234,0.7883385307105664,0.5733598543875872,0.9738404981263687,0.03146603096498246,0.10896879516766422,0
1258,udp,ftp,S0,21878,37996,0,0,0,4,3,1,3,0,0,19,7,0,6,1,260,201,0.11782328264121489,0.6455763082023621,0.41169807786352386,0.3027196555648971,0.41943348607585895,0.34530025797832176,0.9111259822732602,175,188,0.4763609466181641,0.9010016508181642,0.07686484989585296,0.5676369460373263,0.3371842010652597,0.14134595815861617,0.7321565321124651,0.9280936393921148,0
