duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
2169,tcp,dns,RSTR,36898,48999,0,0,0,7,2,0,5,0,0,15,1,2,2,0,209,126,0.3175914561211618,0.42627502314634824,0.21661710383485933,0.4861340531880589,0.18834132276666693,0.9936083083196354,0.7993285516142031,40,27,0.2848862020772285,0.12667924122073182,0.04994036188845896,0.885119486392199,0.8220757773269636,0.5351352738122201,0.5478989512441811,0.9613767386311546,0
121,tcp,smtp,S0,4364,4254,0,0,1,23,1,1,6,0,0,14,7,2,4,0,263,365,0.3789822117213335,0.36332102631124974,0.17889475759776208,0.4827919880060493,0.42748831763804185,0.7757396355511667,0.8306773955736841,34,139,0.9091944922212883,0.052492172412544336,0.9646552127004955,0.203295100096339,0.7330672428757733,0.83290827931936,0.593624864571049,0.4037727794754401,0
1325,tcp,dns,REJ,40621,15540,0,4,2,17,1,1,5,0,0,5,3,4,7,0,383,111,0.16480997941263076,0.7142354013348263,0.5246326983507226,0.77770590252539,0.8975694174364064,0.9504127031558198,0.4795552182143934,225,48,0.5866672936943222,0.5583260697374182,0.36103644105869903,0.29723722855234247,0.24888658839141997,0.5836456819829174,0.17045244964031392,0.47522416939209655,0
3925,tcp,telnet,SH,37216,49046,0,3,1,3,5,1,1,0,0,0,9,4,0,1,151,458,0.7164236064375502,0.8318250350413467,0.8261826864000242,0.6517647187870383,0.36245469085416815,0.9236913054817059,0.08027937578414379,13,6,0.49814959295225614,0.1390582795995864,0.38939347157276905,0.9584245627578976,0.12878184189243813,0.6952068565024326,0.018364702747772577,0.21700577525268727,1
4383,udp,smtp,REJ,26702,23777,0,4,2,27,3,0,9,1,0,5,1,0,9,0,475,468,0.1675712193546608,0.6640476628491813,0.22153726152396458,0.6298119663708659,0.5320814426188255,0.5289631242823168,0.8600501948672192,26,141,0.06695890394775761,0.9116895634098839,0.13397003835491783,0.9604368484590561,0.6176847486277258,0.06145112733455671,0.349562335952311,0.9498828536568639,1
1253,tcp,dns,REJ,25997,24950,0,2,1,19,1,0,3,0,0,12,4,1,9,2,453,498,0.7190639884541477,0.7292707229259047,0.7341576410624792,0.8187522492111243,0.049687218333872685,0.9409242406425106,0.5623833509586744,223,203,0.4621305438606672,0.4679638652036584,0.8878924900492795,0.010277600663845865,0.9259590869134562,0.2335058753567577,0.25809371248667834,0.3249213943517786,0
4363,tcp,telnet,SH,25084,25454,0,1,2,21,0,0,2,0,0,13,8,2,5,1,25,131,0.16777725714126968,0.9070185930258772,0.9243479005330257,0.6215242741185447,0.934047435549127,0.06619899993058365,0.3420989059772127,145,220,0.5200410382820662,0.10995404630545114,0.3770900958268739,0.7530397988949864,0.1870562164010482,0.4382351003580439,0.10954788949590888,0.7398783644761916,0
275,tcp,ssh,SH,45734,21545,0,4,2,4,1,1,2,0,0,12,5,0,2,0,378,252,0.42541747056069557,0.9899536204440216,0.47080801300805253,0.4966087097807135,0.5838184022027365,0.45353108429298084,0.9227201069554274,249,168,0.8202054626371676,0.4604578252869792,0.2676268358282561,0.25299787868160206,0.6778276038904476,0.532841300189366,0.43619338612309433,0.44378646603826954,0
2543,icmp,pop3,SH,5259,23997,0,2,2,4,5,1,3,0,0,11,1,2,0,0,209,60,0.4349655383086978,0.07856334032992818,0.7394444277236132,0.22459923212049882,0.22179591290073442,0.18878940997758586,0.3687513552034637,235,55,0.05013092724912527,0.0875045900129422,0.3896749095255302,0.2008366893368756,0.5462960283010883,0.24554849079766183,0.4804142755014632,0.8101400886527396,0
1509,tcp,dns,SF,9980,40433,0,2,0,26,5,1,7,0,0,8,5,3,7,1,156,270,0.11172850147453439,0.13981018745541018,0.22734538917841995,0.5447906263614557,0.38790704985147184,0.20127784383805214,0.5086183652752492,46,84,0.42649617655127714,0.7739030087654892,0.04465065491299636,0.13857618440116126,0.8752281460651082,0.16638938938666847,0.49943621138444794,0.06366571682391442,0
